ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT,neighborhood
300019J3B,443800,12413,740,WALKER SQ,3B,UNIT 740-3B WALKER SQUARE CON,0.0,Locust Grove
300019J3C,412900,12414,740,WALKER SQ,3C,UNIT 740-3C WALKER SQUARE CON,0.0,Greenbrier
300019J3D,412900,12415,740,WALKER SQ,3D,UNIT 740-3D WALKER SQUARE CON,0.0,Belmont
300019J4A,424600,12416,740,WALKER SQ,4A,UNIT 740-4A WALKER SQUARE CON,0.0,Locust Grove
300019J4B,451200,12417,740,WALKER SQ,4B,UNIT 740-4B WALKER SQUARE CON,0.0,Fifeville
300019J4C,412900,12418,740,WALKER SQ,4C,UNIT 740-4C WALKER SQUARE CON,0.0,Venable
300019J4D,441200,12419,740,WALKER SQ,4D,UNIT 740-4D WALKER SQUARE CON,0.0,Woolen Mills
300019H1A,313200,12420,750,WALKER SQ,1A,UNIT 750-1A WALKER SQUARE CON,0.0,Locust Grove
300019H1B,313200,12421,750,WALKER SQ,1B,UNIT 750-1B WALKER SQUARE CON,0.0,Jefferson Park Avenue
300019H2A,313200,12422,750,WALKER SQ,2A,UNIT 750-2A WALKER SQUARE CON,0.0,Venable
300019H2B,313200,12423,750,WALKER SQ,2B,UNIT 750-2B WALKER SQUARE CON,0.0,Rose Hill
300019H2C,313200,12424,750,WALKER SQ,2C,UNIT 750-2C WALKER SQUARE CON,0.0,Barracks Rugby
300019H2D,313200,12425,750,WALKER SQ,2D,UNIT 750-2D WALKER SQUARE CON,0.0,Belmont
300019H3A,346400,12426,750,WALKER SQ,3A,UNIT 750-3A WALKER SQUARE CON,0.0,Jefferson Park Avenue
300019H3B,346400,12427,750,WALKER SQ,3B,UNIT 750-3B WALKER SQUARE CON,0.0,Johnson Village
300019H3C,313200,12428,750,WALKER SQ,3C,UNIT 750-3C WALKER SQUARE CON,0.0,Starr Hill
300019H3D,313200,12429,750,WALKER SQ,3D,UNIT 750-3D WALKER SQUARE CON,0.0,Lewis Mountain
300019H4A,346400,12430,750,WALKER SQ,4A,UNIT 750-4A WALKER SQUARE CON,0.0,Barracks Road
300019H4B,346400,12431,750,WALKER SQ,4B,UNIT 750-4B WALKER SQUARE CON,0.0,Belmont
300019H4C,313200,12432,750,WALKER SQ,4C,UNIT 750-4C WALKER SQUARE CON,0.0,Fifeville
300019H4D,313200,12433,750,WALKER SQ,4D,UNIT 750-4D WALKER SQUARE CON,0.0,The Meadows
300019G1A,313200,12434,760,WALKER SQ,1A,UNIT 760-1A WALKER SQUARE CON,0.0,Martha Jefferson
300019G1B,313200,12435,760,WALKER SQ,1B,UNIT 760-1B WALKER SQUARE CON,0.0,Barracks Rugby
300019G2A,313200,12436,760,WALKER SQ,2A,UNIT 760-2A WALKER SQUARE CON,0.0,Fifeville
300019G2B,313200,12437,760,WALKER SQ,2B,UNIT 760-2B WALKER SQUARE CON,0.0,10th & Page
300019G2C,313200,12438,760,WALKER SQ,2C,UNIT 760-2C WALKER SQUARE CON,0.0,Fifeville
300019G2D,313200,12439,760,WALKER SQ,2D,UNIT 760-2D WALKER SQUARE CON,0.0,Martha Jefferson
300019G3A,346400,12440,760,WALKER SQ,3A,UNIT 760-3A WALKER SQUARE CON,0.0,Fifeville
300019G3B,346400,12441,760,WALKER SQ,3B,UNIT 760-3B WALKER SQUARE CON,0.0,Fry's Spring
300019G3C,313200,12442,760,WALKER SQ,3C,UNIT 760-3C WALKER SQUARE CON,0.0,Martha Jefferson
300019G3D,313200,12443,760,WALKER SQ,3D,UNIT 760-3D WALKER SQUARE CON,0.0,Greenbrier
300019G4A,346400,12444,760,WALKER SQ,4A,UNIT 760-4A WALKER SQUARE CON,0.0,Belmont
300019G4B,324200,12445,760,WALKER SQ,4B,UNIT 760-4B WALKER SQUARE CON,0.0,Greenbrier
300019G4C,313200,12446,760,WALKER SQ,4C,UNIT 760-4C WALKER SQUARE CON,0.0,Barracks Rugby
300019G4D,313200,12447,760,WALKER SQ,4D,UNIT 760-4D WALKER SQUARE CON,0.0,Barracks Road
30001981A,281200,12448,770,WALKER SQ,1A,UNIT 770-1A WALKER SQUARE CON,0.0,North Downtown
30001981B,313200,12449,770,WALKER SQ,1B,UNIT 770-1B WALKER SQUARE CON,0.0,10th & Page
30001982A,281200,12450,770,WALKER SQ,2A,UNIT 770-2A WALKER SQUARE CON,0.0,Jefferson Park Avenue
30001982B,313200,12451,770,WALKER SQ,2B,UNIT 770-2B WALKER SQUARE CON,0.0,Venable
30001982C,281200,12452,770,WALKER SQ,2C,UNIT 770-2C WALKER SQUARE CON,0.0,Greenbrier
30001982D,313200,12453,770,WALKER SQ,2D,UNIT 770-2D WALKER SQUARE CON,0.0,Belmont
30001983A,293000,12454,770,WALKER SQ,3A,UNIT 770-3A WALKER SQUARE CON,0.0,Johnson Village
30001983B,346400,12455,770,WALKER SQ,3B,UNIT 770-3B WALKER SQUARE CON,0.0,Greenbrier
30001983C,281200,12456,770,WALKER SQ,3C,UNIT 770-3C WALKER SQUARE CON,0.0,Lewis Mountain
30001983D,313200,12457,770,WALKER SQ,3D,UNIT 770-3D WALKER SQUARE CON,0.0,The Meadows
30001984A,293000,12458,770,WALKER SQ,4A,UNIT 770-4A WALKER SQUARE CON,0.0,North Downtown
30001984B,346400,12459,770,WALKER SQ,4B,UNIT 770-4B WALKER SQUARE CON,0.0,Barracks Rugby
30001984C,281200,12460,770,WALKER SQ,4C,UNIT 770-4C WALKER SQUARE CON,0.0,Barracks Rugby
30001984D,313200,12461,770,WALKER SQ,4D,UNIT 770-4D WALKER SQUARE CON,0.0,Venable
300019E2B,333300,12462,720,WALKER SQ,2B,UNIT 720-2B WALKER SQUARE CON,0.0,Fry's Spring
230091000,402800,12463,1311,NUNLEY ST,,LOT 11 BK 5 FIFE ESTATE,0.0,Belmont
230091100,429100,12464,1309,NUNLEY ST,,LOT 12 BK 5 FIFE ESTATE,0.0,Jefferson Park Avenue
230091200,394500,12465,1307,NUNLEY ST,,LOT 13 BK 5 FIFE ESTATE,0.0,Martha Jefferson
230091400,353100,12466,1303,NUNLEY ST,,LOT 15 BK 5 FIFE ESTATE,0.0,North Downtown
230091300,414200,12467,1305,NUNLEY ST,,LOT 14 BK 5 FIFE ESTATE,0.0,Fry's Spring
230091500,333200,12468,1301,NUNLEY ST,,LOT 16 BK 5 FIFE ESTATE,0.0,Johnson Village
090063000,14462400,12469,225,14TH ST NW,,PARCEL A MCKENNIE'S,0.0,The Meadows
25A121000,581500,12470,217,BROOKWOOD DR,,LOT 1 PH 1 BROOKWOOD,0.0,Woolen Mills
25A123000,483500,12471,213,BROOKWOOD DR,,LOT 3 PH 1 BROOKWOOD,0.0,Greenbrier
25A124000,566000,12472,211,BROOKWOOD DR,,LOT 4 PH 1 BROOKWOOD,0.0,10th & Page
25A125000,589000,12473,209,BROOKWOOD DR,,LOT 5 PH 1 BROOKWOOD,0.0,North Downtown
25A126000,497800,12474,207,BROOKWOOD DR,,LOT 6 PH 1 BROOKWOOD,0.0,Johnson Village
25A127000,550600,12475,205,BROOKWOOD DR,,LOT 7 PH 1 BROOKWOOD,0.0,Fifeville
25A128000,491200,12476,203,BROOKWOOD DR,,LOT 8 PH 1 BROOKWOOD,0.0,The Meadows
25A129000,565600,12477,201,BROOKWOOD DR,,LOT 9 PH 1 BROOKWOOD,0.0,Barracks Road
25A130000,523600,12478,199,BROOKWOOD DR,,LOT 10 PH 1 BROOKWOOD,0.0,Locust Grove
25A131000,526200,12479,197,BROOKWOOD DR,,LOT 11 PH 1 BROOKWOOD,0.0,Martha Jefferson
25A132000,539600,12480,195,BROOKWOOD DR,,LOT 12 PH 1 BROOKWOOD,0.0,Jefferson Park Avenue
25A133000,519400,12481,193,BROOKWOOD DR,,LOT 13 PH 1 BROOKWOOD,0.0,Woolen Mills
25A134000,547300,12482,191,BROOKWOOD DR,,LOT 14 PH 1 BROOKWOOD,0.0,Rose Hill
25A137000,536300,12483,185,BROOKWOOD DR,,LOT 17 PH 1 BROOKWOOD,0.0,Barracks Rugby
610052AA0,312400,12484,1013,LINDEN AVE,A,UNIT 1 LINDEN TOWN LOFTS,0.0,Starr Hill
610052B00,312300,12485,1013,LINDEN AVE,B,UNIT 2 LINDEN TOWN LOFTS,0.0,10th & Page
610052C00,269200,12486,1013,LINDEN AVE,C,UNIT 3 LINDEN TOWN LOFTS,0.0,10th & Page
610052D00,339800,12487,1013,LINDEN AVE,D,UNIT 4 LINDEN TOWN LOFTS,0.0,Barracks Road
610052E00,293500,12488,1013,LINDEN AVE,E,UNIT 5 LINDEN TOWN LOFTS,0.0,Johnson Village
610052F00,310700,12489,1013,LINDEN AVE,F,UNIT 6 LINDEN TOWN LOFTS,0.0,Belmont
610052G00,280800,12490,1013,LINDEN AVE,G,UNIT 7 LINDEN TOWN LOFTS,0.0,Locust Grove
610052H00,301000,12491,1013,LINDEN AVE,H,UNIT 8 LINDEN TOWN LOFTS,0.0,Fry's Spring
610052I00,334500,12492,1013,LINDEN AVE,I,UNIT 9 LINDEN TOWN LOFTS,0.0,North Downtown
610052J00,305200,12493,1013,LINDEN AVE,J,UNIT 10 LINDEN TOWN LOFTS,0.0,Starr Hill
610052K00,341300,12494,1013,LINDEN AVE,K,UNIT 11 LINDEN TOWN LOFTS,0.0,Barracks Rugby
610052L00,292800,12495,1013,LINDEN AVE,L,UNIT 12 LINDEN TOWN LOFTS,0.0,Lewis Mountain
610052M00,336100,12496,1013,LINDEN AVE,M,UNIT 13 LINDEN TOWN LOFTS,0.0,Martha Jefferson
610052N00,307400,12497,1013,LINDEN AVE,N,UNIT 14 LINDEN TOWN LOFTS,0.0,Rose Hill
590374U00,496200,12498,710,PALATINE AVE,,LOT 21 MOORE'S CREEK,0.0,Barracks Road
590374C00,576100,12499,708,PALATINE AVE,,LOT 3 MOORE'S CREEK,0.0,Johnson Village
590374B00,507100,12500,706,PALATINE AVE,,LOT 2 MOORE'S CREEK,0.0,Barracks Rugby
590374A00,498300,12501,704,PALATINE AVE,,LOT 1 MOORE'S CREEK,0.0,Fry's Spring
590374D00,576300,12502,101,BLINCOE LN,,LOT 4 MOORE'S CREEK,0.0,Johnson Village
590374E00,503100,12503,103,BLINCOE LN,,LOT 5 MOORE'S CREEK,0.0,North Downtown
590374F00,493000,12504,105,BLINCOE LN,,LOT 6 MOORE'S CREEK,0.0,Belmont
590374G00,582800,12505,107,BLINCOE LN,,LOT 7 MOORE'S CREEK,0.0,Jefferson Park Avenue
590374H00,604500,12506,108,BLINCOE LN,,LOT 8 MOORE'S CREEK,0.0,The Meadows
590374I00,638400,12507,110,BLINCOE LN,,LOT 9 MOORE'S CREEK,0.0,Locust Grove
590374J00,566500,12508,112,BLINCOE LN,,LOT 10 MOORE'S CREEK,0.0,Locust Grove
590374K00,519200,12509,114,BLINCOE LN,,LOT 11 MOORE'S CREEK,0.0,The Meadows
590374L00,576800,12510,116,BLINCOE LN,,LOT 12 MOORE'S CREEK,0.0,Rose Hill
590374M00,558200,12511,118,BLINCOE LN,,LOT 13 MOORE'S CREEK,0.0,Martha Jefferson
590374N00,597700,12512,120,BLINCOE LN,,LOT 14 MOORE'S CREEK,0.0,Martha Jefferson
590374O00,493000,12513,119,BLINCOE LN,,LOT 15 MOORE'S CREEK,0.0,Belmont
590374P00,450200,12514,117,BLINCOE LN,,LOT 16 MOORE'S CREEK,0.0,Barracks Rugby
590374Q00,613700,12515,115,BLINCOE LN,,LOT 17 MOORE'S CREEK,0.0,Lewis Mountain
590374S00,533000,12516,111,BLINCOE LN,,LOT 19 MOORE'S CREEK,0.0,Locust Grove
590374T00,558400,12517,109,BLINCOE LN,,LOT 20 MOORE'S CREEK,0.0,Martha Jefferson
590374300,115500,12518,712,PALATINE AVE,,LOT C BK 74 BELMONT,6882.48,Jefferson Park Avenue
590374000,0,12519,0,PALATINE AVE,,MOORE'S CREEK OPEN SPACE,61376.04,Rose Hill
290041000,395000,12520,225,4TH ST SW,,LOT,0.0,Fifeville
170009100,507000,12521,100,APPLE TREE RD,,LOT 20 PIEDMONT,0.0,Fifeville
170009101,551300,12522,130,APPLE TREE RD,,LOT 11 PIEDMONT,0.0,Lewis Mountain
230170500,240200,12523,400,VALLEY RD EXT,,LOT 5 BK B PINECREST,0.0,Woolen Mills
230170400,275700,12524,320,VALLEY RD EXT,,LOT 3 BK B PINECREST,0.0,10th & Page
22A002530,436300,12525,934,BING LN,,LOT B53 CHERRY HILL,0.0,Locust Grove
490055200,426800,12526,1225,RIVER VISTA AVE,,LOT 32  BK 1 RIVER VISTA,5248.98,Fifeville
480092100,807900,12527,963,LOCUST AVE,,LOT A-1B LOCUST GROVE,0.0,Martha Jefferson
22A002540,492200,12528,735,RAINIER RD,,LOT B54 CHERRY HILL,0.0,Greenbrier
22A002520,476100,12529,932,BING LN,,LOT B52 CHERRY HILL,0.0,Greenbrier
22A002510,450200,12530,930,BING LN,,LOT B51 CHERRY HILL,0.0,Fifeville
22A002501,483200,12531,928,BING LN,,LOT B50 CHERRY HILL,0.0,Barracks Road
22A002490,440600,12532,926,BING LN,,LOT B49 CHERRY HILL,0.0,Woolen Mills
22A002480,483200,12533,924,BING LN,,LOT B48 CHERRY HILL,0.0,10th & Page
22A002470,483000,12534,922,BING LN,,LOT B47 CHERRY HILL,0.0,Fifeville
22A002460,482300,12535,920,BING LN,,LOT B46 CHERRY HILL,0.0,North Downtown
22A002450,485400,12536,918,BING LN,,LOT B45 CHERRY HILL,0.0,Barracks Rugby
22A002550,477900,12537,733,RAINIER RD,,LOT B55 CHERRY HILL,0.0,Venable
22A002560,476900,12538,731,RAINIER RD,,LOT B56 CHERRY HILL,0.0,Barracks Rugby
22A002570,481900,12539,729,RAINIER RD,,LOT B57 CHERRY HILL,0.0,Fifeville
22A002580,473900,12540,727,RAINIER RD,,LOT B58 CHERRY HILL,0.0,Venable
22A002590,434600,12541,725,RAINIER RD,,LOT B59 CHERRY HILL,0.0,Jefferson Park Avenue
22A002601,435700,12542,723,RAINIER RD,,LOT B60 CHERRY HILL,0.0,Jefferson Park Avenue
22A002610,473700,12543,721,RAINIER RD,,LOT B61 CHERRY HILL,0.0,The Meadows
22A002620,496700,12544,719,RAINIER RD,,LOT B62 CHERRY HILL,0.0,Locust Grove
22A002440,490900,12545,916,BING LN,,LOT B44 CHERRY HILL,0.0,Barracks Rugby
22A002430,483900,12546,914,BING LN,,LOT B43 CHERRY HILL,0.0,Barracks Rugby
22A002420,463800,12547,912,BING LN,,LOT B42 CHERRY HILL,0.0,Greenbrier
22A002410,459200,12548,910,BING LN,,LOT B41 CHERRY HILL,0.0,North Downtown
22A002401,486600,12549,908,BING LN,,LOT B40 CHERRY HILL,0.0,Barracks Road
22A002380,440900,12550,904,BING LN,,LOT B38 CHERRY HILL,0.0,Barracks Rugby
22A002370,444400,12551,902,BING LN,,LOT B37 CHERRY HILL,0.0,Martha Jefferson
22A002360,493000,12552,900,BING LN,,LOT B36 CHERRY HILL,0.0,10th & Page
22A002630,493900,12553,717,RAINIER RD,,LOT B63 CHERRY HILL,0.0,Martha Jefferson
22A002640,433500,12554,715,RAINIER RD,,LOT B64 CHERRY HILL,0.0,North Downtown
22A002650,481100,12555,713,RAINIER RD,,LOT B65 CHERRY HILL,0.0,Martha Jefferson
22A002660,511100,12556,711,RAINIER RD,,LOT B66 CHERRY HILL,0.0,Woolen Mills
22A002670,464800,12557,709,RAINIER RD,,LOT B67 CHERRY HILL,0.0,10th & Page
22A002680,489900,12558,707,RAINIER RD,,LOT B68 CHERRY HILL,0.0,The Meadows
22A002690,478800,12559,705,RAINIER RD,,LOT B69 CHERRY HILL,0.0,Barracks Rugby
22A002701,432500,12560,703,RAINIER RD,,LOT B70 CHERRY HILL,0.0,Johnson Village
22A002710,491900,12561,701,RAINIER RD,,LOT B71 CHERRY HILL,0.0,Belmont
22A002T00,690300,12562,706,RAINIER RD,,LOT A20-A CHERRY HILL,0.0,Barracks Road
22A002U00,596500,12563,708,RAINIER RD,,LOT A21-A CHERRY HILL,0.0,Greenbrier
22A002V00,638900,12564,710,RAINIER RD,,LOT A22 CHERRY HILL,0.0,Locust Grove
22A002W00,536200,12565,712,RAINIER RD,,LOT A23 CHERRY HILL,0.0,The Meadows
22A002S00,542600,12566,704,RAINIER RD,,LOT A19 CHERRY HILL,0.0,10th & Page
22A002R00,731900,12567,702,RAINIER RD,,LOT A18 CHERRY HILL,0.0,Martha Jefferson
22A002Q00,682700,12568,700,RAINIER RD,,LOT A17 CHERRY HILL,0.0,The Meadows
22A002P00,673900,12569,634,RAINIER RD,,LOT A16 CHERRY HILL,0.0,10th & Page
22A002O00,566500,12570,632,RAINIER RD,,LOT A15 CHERRY HILL,0.0,Johnson Village
22A002N00,686600,12571,630,RAINIER RD,,LOT A14 CHERRY HILL,0.0,Martha Jefferson
22A002M00,629300,12572,628,RAINIER RD,,LOT A13 CHERRY HILL,0.0,Fry's Spring
22A002L00,587100,12573,626,RAINIER RD,,LOT A12 CHERRY HILL,0.0,Venable
22A002A00,690300,12574,600,RAINIER RD,,LOT A1 CHERRY HILL,0.0,Locust Grove
22A002B00,495700,12575,602,RAINIER RD,,LOT A2 CHERRY HILL,0.0,Venable
22A002C00,561800,12576,604,RAINIER RD,,LOT A3 CHERRY HILL,0.0,Woolen Mills
22A002D00,638300,12577,606,RAINIER RD,,LOT A4 CHERRY HILL,0.0,Fry's Spring
22A002E00,664600,12578,608,RAINIER RD,,LOT A5 CHERRY HILL,0.0,North Downtown
22A002F00,667400,12579,610,RAINIER RD,,LOT A6 CHERRY HILL,0.0,Woolen Mills
22A002G00,687100,12580,612,RAINIER RD,,LOT A7 CHERRY HILL,0.0,The Meadows
22A002H00,496000,12581,614,RAINIER RD,,LOT A8 CHERRY HILL,0.0,Belmont
22A002I00,654200,12582,616,RAINIER RD,,LOT A9 CHERRY HILL,0.0,Fry's Spring
22A002J00,657200,12583,618,RAINIER RD,,LOT A10 CHERRY HILL,0.0,Starr Hill
22A002K00,691100,12584,620,RAINIER RD,,LOT A11 CHERRY HILL,0.0,Martha Jefferson
22A002940,456500,12585,921,RAINIER RD,,LOT B94 CHERRY HILL,0.0,Johnson Village
22A002930,452700,12586,923,RAINIER RD,,LOT B93 CHERRY HILL,0.0,The Meadows
22A002920,524100,12587,925,RAINIER RD,,LOT B92 CHERRY HILL,0.0,The Meadows
22A002720,463000,12588,843,RAINIER RD,,LOT B72 CHERRY HILL,0.0,Martha Jefferson
22A002730,502900,12589,841,RAINIER RD,,LOT B73 CHERRY HILL,0.0,Fifeville
22A002740,440300,12590,839,RAINIER RD,,LOT B74 CHERRY HILL,0.0,Greenbrier
22A002750,439800,12591,837,RAINIER RD,,LOT B75 CHERRY HILL,0.0,Lewis Mountain
22A002760,496700,12592,835,RAINIER RD,,LOT B76 CHERRY HILL,0.0,Fifeville
22A002770,452700,12593,833,RAINIER RD,,LOT B77 CHERRY HILL,0.0,10th & Page
22A002780,516100,12594,831,RAINIER RD,,LOT B78 CHERRY HILL,0.0,Fifeville
22A002790,451600,12595,829,RAINIER RD,,LOT B79 CHERRY HILL,0.0,North Downtown
22A002801,443100,12596,827,RAINIER RD,,LOT B80 CHERRY HILL,0.0,Venable
170080120,257200,12597,2100,JEFFERSON PARK AVE,12,UNIT 12 JEFFERSON PARK CONDO,0.0,North Downtown
170080190,272700,12598,2104,JEFFERSON PARK AVE,G,UNIT G JEFFERSON PARK CONDO,0.0,The Meadows
170080210,272700,12599,2104,JEFFERSON PARK AVE,I,UNIT I JEFFERSON PARK CONDO,0.0,Jefferson Park Avenue
170080170,270500,12600,2104,JEFFERSON PARK AVE,E,UNIT E JEFFERSON PARK CONDO,0.0,Rose Hill
170080180,272900,12601,2104,JEFFERSON PARK AVE,F,UNIT F JEFFERSON PARK CONDO,0.0,Woolen Mills
170080201,274800,12602,2104,JEFFERSON PARK AVE,H,UNIT H JEFFERSON PARK CONDO,0.0,10th & Page
170080140,270500,12603,2104,JEFFERSON PARK AVE,B,UNIT B JEFFERSON PARK CONDO,0.0,Jefferson Park Avenue
170080130,272900,12604,2104,JEFFERSON PARK AVE,A,UNIT A JEFFERSON PARK CONDO,0.0,The Meadows
170080150,270500,12605,2104,JEFFERSON PARK AVE,C,UNIT C JEFFERSON PARK CONDO,0.0,Rose Hill
170080160,273000,12606,2104,JEFFERSON PARK AVE,D,UNIT D JEFFERSON PARK CONDO,0.0,Greenbrier
170080700,255400,12607,2100,JEFFERSON PARK AVE,7,UNIT 7 JEFFERSON PARK CONDO,0.0,Jefferson Park Avenue
170080600,255400,12608,2100,JEFFERSON PARK AVE,6,UNIT 6 JEFFERSON PARK CONDO,0.0,The Meadows
170080500,255200,12609,2100,JEFFERSON PARK AVE,5,UNIT 5 JEFFERSON PARK CONDO,0.0,Woolen Mills
170080200,255400,12610,2100,JEFFERSON PARK AVE,2,UNIT 2 JEFFERSON PARK CONDO,0.0,Barracks Road
170080900,257200,12611,2100,JEFFERSON PARK AVE,9,UNIT 9 JEFFERSON PARK CONDO,0.0,Venable
170080800,260200,12612,2100,JEFFERSON PARK AVE,8,UNIT 8 JEFFERSON PARK CONDO,0.0,Jefferson Park Avenue
170080100,260900,12613,2100,JEFFERSON PARK AVE,1,UNIT 1 JEFFERSON PARK CONDO,0.0,Barracks Road
170080300,255400,12614,2100,JEFFERSON PARK AVE,3,UNIT 3 JEFFERSON PARK CONDO,0.0,Rose Hill
170080400,255400,12615,2100,JEFFERSON PARK AVE,4,UNIT 4 JEFFERSON PARK CONDO,0.0,Rose Hill
170080110,261700,12616,2100,JEFFERSON PARK AVE,11,UNIT 11 JEFFERSON PARK CONDO,0.0,Lewis Mountain
170080101,261700,12617,2100,JEFFERSON PARK AVE,10,UNIT 10 JEFFERSON PARK CONDO,0.0,Greenbrier
170080A00,0,12618,2100,JEFFERSON PARK AVE,,JEFFERSON PARK CONDO COMMON AREA,0.0,Venable
260045100,637300,12619,141,BAYLOR LN,,LOT 1 CARTER'S VIEW,0.0,Fry's Spring
260045200,675200,12620,143,BAYLOR LN,,LOT 2 CARTER'S VIEW,0.0,Fry's Spring
260045300,627800,12621,145,BAYLOR LN,,LOT 3 CARTER'S VIEW,0.0,Woolen Mills
260045400,642200,12622,147,BAYLOR LN,,LOT 4 CARTER'S VIEW,0.0,Rose Hill
260045500,524500,12623,152,BAYLOR LN,,LOT 5 CARTER'S VIEW,0.0,The Meadows
260045600,539200,12624,154,BAYLOR LN,,LOT 6 CARTER'S VIEW,0.0,Martha Jefferson
260045700,530000,12625,156,BAYLOR LN,,LOT 7 CARTER'S VIEW,0.0,Barracks Rugby
260045800,547900,12626,158,BAYLOR LN,,LOT 8 CARTER'S VIEW,0.0,10th & Page
260045900,690600,12627,160,BAYLOR LN,,LOT 9 CARTER'S VIEW,0.0,Lewis Mountain
260045110,532300,12628,164,BAYLOR LN,,LOT 11 CARTER'S VIEW,0.0,Martha Jefferson
260045120,584900,12629,166,BAYLOR LN,,LOT 12 CARTER'S VIEW,0.0,Rose Hill
260045130,558300,12630,168,BAYLOR LN,,LOT 13 CARTER'S VIEW,0.0,Barracks Road
260045140,492200,12631,170,BAYLOR LN,,LOT 14 CARTER'S VIEW,0.0,Belmont
260045150,607400,12632,172,BAYLOR LN,,LOT 15 CARTER'S VIEW,0.0,Belmont
260045160,564800,12633,174,BAYLOR LN,,LOT 16 CARTER'S VIEW,0.0,Belmont
260045170,511900,12634,176,BAYLOR LN,,LOT 17 CARTER'S VIEW,0.0,Barracks Road
260045180,548400,12635,178,BAYLOR LN,,LOT 18 CARTER'S VIEW,0.0,Greenbrier
260045190,716600,12636,100,BAYLOR PL,,LOT 19 CARTER'S VIEW,0.0,Fifeville
260045201,527800,12637,102,BAYLOR PL,,LOT 20 CARTER'S VIEW,0.0,Johnson Village
260045210,630300,12638,104,BAYLOR PL,,LOT 21 & PAR Y CARTER'S VIEW,0.0,North Downtown
260045220,473800,12639,105,BAYLOR PL,,LOT 22 & PAR X CARTER'S VIEW,0.0,Fifeville
260045230,606300,12640,103,BAYLOR PL,,LOT 23 CARTER'S VIEW,0.0,Lewis Mountain
260045240,567000,12641,101,BAYLOR PL,,LOT 24 CARTER'S VIEW,0.0,Lewis Mountain
260045250,554100,12642,146,BAYLOR LN,,LOT 25 CARTER'S VIEW,0.0,Barracks Road
260045260,633800,12643,144,BAYLOR LN,,LOT 26 CARTER'S VIEW,0.0,Fifeville
260045270,491300,12644,142,BAYLOR LN,,LOT 27 CARTER'S VIEW,0.0,North Downtown
260045280,560200,12645,140,BAYLOR LN,,LOT 28 CARTER'S VIEW,0.0,10th & Page
260045290,614400,12646,138,BAYLOR LN,,LOT 29 CARTER'S VIEW,0.0,North Downtown
22A002170,494700,12647,900,RAINIER RD,,LOT B17 CHERRY HILL,0.0,Woolen Mills
22A002160,481300,12648,902,RAINIER RD,,LOT B16 CHERRY HILL,0.0,North Downtown
22A002150,483700,12649,904,RAINIER RD,,LOT B15 CHERRY HILL,0.0,Martha Jefferson
22A002140,481700,12650,906,RAINIER RD,,LOT B14 CHERRY HILL,0.0,Woolen Mills
22A002130,438400,12651,908,RAINIER RD,,LOT B13 CHERRY HILL,0.0,Fifeville
22A002110,486000,12652,912,RAINIER RD,,LOT B11 CHERRY HILL,0.0,Woolen Mills
22A002101,502200,12653,914,RAINIER RD,,LOT B10 CHERRY HILL,0.0,Barracks Rugby
22A002900,495700,12654,916,RAINIER RD,,LOT B9 CHERRY HILL,0.0,Woolen Mills
22A002800,481700,12655,918,RAINIER RD,,LOT B8 CHERRY HILL,0.0,North Downtown
22A002700,472800,12656,920,RAINIER RD,,LOT B7 CHERRY HILL,0.0,Starr Hill
22A002600,477800,12657,922,RAINIER RD,,LOT B6 CHERRY HILL,0.0,Rose Hill
22A002500,484500,12658,924,RAINIER RD,,LOT B5 CHERRY HILL,0.0,Woolen Mills
22A002400,489200,12659,926,RAINIER RD,,LOT B4 CHERRY HILL,0.0,The Meadows
22A002300,459500,12660,928,RAINIER RD,,LOT B3 CHERRY HILL,0.0,Barracks Road
22A002200,486400,12661,930,RAINIER RD,,LOT B2 CHERRY HILL,0.0,Barracks Road
22A002100,455800,12662,932,RAINIER RD,,LOT B1 CHERRY HILL,0.0,Fifeville
22A002180,493700,12663,935,BING LN,,LOT B18 CHERRY HILL,0.0,Lewis Mountain
22A002190,485000,12664,933,BING LN,,LOT B19 CHERRY HILL,0.0,Fifeville
22A002201,435900,12665,931,BING LN,,LOT B20 CHERRY HILL,0.0,Rose Hill
22A002210,464400,12666,929,BING LN,,LOT B21 CHERRY HILL,0.0,Locust Grove
22A002220,456200,12667,927,BING LN,,LOT B22 CHERRY HILL,0.0,10th & Page
22A002230,474800,12668,925,BING LN,,LOT B23 CHERRY HILL,0.0,North Downtown
22A002240,445700,12669,923,BING LN,,LOT B24 CHERRY HILL,0.0,Woolen Mills
22A002250,444000,12670,921,BING LN,,LOT B25 CHERRY HILL,0.0,Lewis Mountain
22A002260,487300,12671,919,BING LN,,LOT B26 CHERRY HILL,0.0,Rose Hill
22A002270,494700,12672,917,BING LN,,LOT B27 CHERRY HILL,0.0,Starr Hill
22A002280,478000,12673,915,BING LN,,LOT B28 CHERRY HILL,0.0,Greenbrier
22A002290,453800,12674,913,BING LN,,LOT B29 CHERRY HILL,0.0,Rose Hill
22A002301,433900,12675,911,BING LN,,LOT B30 CHERRY HILL,0.0,Johnson Village
22A002310,445500,12676,909,BING LN,,LOT B31 CHERRY HILL,0.0,The Meadows
22A002320,487000,12677,907,BING LN,,LOT B32 CHERRY HILL,0.0,Fry's Spring
22A002330,462400,12678,905,BING LN,,LOT B33 CHERRY HILL,0.0,Lewis Mountain
